
jrc32004R2091-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32004R2091-en,1.0,6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32004R2091-en,1.0,5 5 6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32004R2091-en,1.0,6 5 6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32004R2091-en,1.0,5 5 6 6 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32004R2091-en,1.0,6 5 6 6 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32004R2097-en,1.0,6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32004R2097-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32004R2097-en,1.0,6 4 5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32004R2097-en,1.0,5 4 5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32004R2097-en,1.0,6 4 5 5 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32004R2097-en,1.0,5 4 5 5 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32004R2098-en,1.0,6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32004R2098-en,1.0,6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32004R2098-en,1.0,6 6 5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32004R2098-en,1.0,6 5 6,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32004R2098-en,1.0,6 6 5 5 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32004R2098-en,1.0,6 5 6 5 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32004R2111-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32004R2111-en,1.0,4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32004R2111-en,1.0,5 4 5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32004R2111-en,1.0,4 5 5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32004R2111-en,1.0,5 4 5 5 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32004R2111-en,0.8,4 5 5 5 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc52005PC0646-en,1.0,1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc52005PC0646-en,1.0,1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc52005PC0646-en,0.6666666666666666,1 0 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc52005PC0646-en,0.3333333333333333,1 0 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc52005PC0646-en,0.6,1 0 1 1 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc52005PC0646-en,0.4,1 0 0 0 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc52006DC0059-en,1.0,1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc52006DC0059-en,1.0,1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc52006DC0059-en,1.0,1 4 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc52006DC0059-en,1.0,1 4 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc52006DC0059-en,0.8,1 4 4 1 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc52006DC0059-en,0.8,1 4 4 1 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2005#310#06-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2005#310#06-en,1.0,4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2005#310#06-en,1.0,3 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2005#310#06-en,1.0,4 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2005#310#06-en,1.0,3 3 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2005#310#06-en,1.0,4 2 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#058#04-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#058#04-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#058#04-en,1.0,3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#058#04-en,1.0,3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#058#04-en,1.0,3 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#058#04-en,1.0,3 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#068#10-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#068#10-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#068#10-en,1.0,3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#068#10-en,1.0,3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#068#10-en,1.0,3 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#068#10-en,1.0,3 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#224#42-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#224#42-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#224#42-en,1.0,2 1 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#224#42-en,1.0,2 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#224#42-en,1.0,2 1 1 1 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#224#42-en,1.0,2 3 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#267#05-en,1.0,7,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#267#05-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#267#05-en,1.0,7 4 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#267#05-en,1.0,3 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#267#05-en,1.0,7 4 2 2 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#267#05-en,1.0,3 3 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#279#06-en,1.0,4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#279#06-en,1.0,7,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#279#06-en,1.0,4 7 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#279#06-en,1.0,7 4 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#279#06-en,1.0,4 7 2 2 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#279#06-en,1.0,7 4 4 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#275#07-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#275#07-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#275#07-en,1.0,3 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#275#07-en,1.0,3 3 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#275#07-en,1.0,3 3 2 2 4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#275#07-en,1.0,3 3 3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#122#07-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#122#07-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#122#07-en,1.0,2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#122#07-en,1.0,2 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#122#07-en,1.0,2 2 2 3 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#122#07-en,1.0,2 3 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#141#05-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#141#05-en,1.0,4,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#141#05-en,1.0,2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#141#05-en,1.0,4 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#141#05-en,1.0,2 2 2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#141#05-en,1.0,4 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#126#06-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#126#06-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#126#06-en,1.0,2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#126#06-en,1.0,2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#126#06-en,1.0,2 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#126#06-en,1.0,2 2 3 3 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrcC2006#186#03-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrcC2006#186#03-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrcC2006#186#03-en,1.0,5 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrcC2006#186#03-en,1.0,5 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrcC2006#186#03-en,1.0,5 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrcC2006#186#03-en,1.0,5 2 2 3 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32006R0938-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32006R0938-en,1.0,3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32006R0938-en,0.6666666666666666,3 3 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32006R0938-en,0.6666666666666666,3 3 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32006R0938-en,0.8,3 3 0 1 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32006R0938-en,0.8,3 3 0 1 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32001D0671-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32001D0671-en,0.0,0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32001D0671-en,1.0,2 2 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32001D0671-en,0.6666666666666666,0 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32001D0671-en,1.0,2 2 3 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32001D0671-en,0.8,0 2 2 2 2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32001R0715-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32001R0715-en,1.0,2,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32001R0715-en,1.0,2 3 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32001R0715-en,0.6666666666666666,2 2 0,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32001R0715-en,1.0,2 3 1 1 3,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32001R0715-en,0.8,2 2 0 1 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32002L0039-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32002L0039-en,1.0,5,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
jrc32002L0039-en,0.6666666666666666,5 0 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3,jrc32002L0039-en,0.6666666666666666,5 0 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,3
jrc32002L0039-en,0.6,5 0 1 0 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5,jrc32002L0039-en,0.8,5 0 1 2 1,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,5
jrc32002L0058-en,1.0,7,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1,jrc32002L0058-en,1.0,7,ocds-0c46vo-0005-40993_40993 relevance_2 -1 4361 put 1370,1
