
jrc31996D0587-en,0.0,0,69 4361,1
jrc31996D0587-en,0.3333333333333333,0 5 0,69 4361,3
jrc31996D0587-en,0.2,0 5 0 0 0,69 4361,5
jrc32006D0340-en,1.0,1,69 4361,1
jrc32006D0340-en,0.6666666666666666,1 2 0,69 4361,3
jrc32006D0340-en,0.4,1 2 0 0 0,69 4361,5
jrcC2006#150#06-en,1.0,2,69 4361,1
jrcC2006#150#06-en,1.0,2 2 3,69 4361,3
jrcC2006#150#06-en,1.0,2 2 3 2 3,69 4361,5
jrcC2006#153#06-en,1.0,3,69 4361,1
jrcC2006#153#06-en,1.0,3 2 2,69 4361,3
jrcC2006#153#06-en,1.0,3 2 2 3 2,69 4361,5
jrcC2006#147#05-en,1.0,2,69 4361,1
jrcC2006#147#05-en,1.0,2 2 2,69 4361,3
jrcC2006#147#05-en,1.0,2 2 2 2 2,69 4361,5
jrcC2006#083#06-en,1.0,2,69 4361,1
jrcC2006#083#06-en,1.0,2 2 2,69 4361,3
jrcC2006#083#06-en,1.0,2 2 2 3 2,69 4361,5
jrcC2006#006#06-en,1.0,2,69 4361,1
jrcC2006#006#06-en,1.0,2 3 3,69 4361,3
jrcC2006#006#06-en,1.0,2 3 3 2 3,69 4361,5
jrcC2006#047#09-en,1.0,2,69 4361,1
jrcC2006#047#09-en,1.0,2 2 2,69 4361,3
jrcC2006#047#09-en,1.0,2 2 2 2 2,69 4361,5
jrcC2005#297#09-en,1.0,2,69 4361,1
jrcC2005#297#09-en,1.0,2 2 2,69 4361,3
jrcC2005#297#09-en,1.0,2 2 2 2 2,69 4361,5
jrcC2006#029#05-en,1.0,3,69 4361,1
jrcC2006#029#05-en,1.0,3 2 2,69 4361,3
jrcC2006#029#05-en,1.0,3 2 2 2 2,69 4361,5
jrcC2006#241#07-en,1.0,3,69 4361,1
jrcC2006#241#07-en,1.0,3 3 3,69 4361,3
jrcC2006#241#07-en,1.0,3 3 3 2 2,69 4361,5
jrcC2006#248#10-en,1.0,3,69 4361,1
jrcC2006#248#10-en,1.0,3 4 3,69 4361,3
jrcC2006#248#10-en,1.0,3 4 3 2 2,69 4361,5
jrc32005D0823-en,0.0,0,69 4361,1
jrc32005D0823-en,0.0,0 0 0,69 4361,3
jrc32005D0823-en,0.4,0 0 0 1 3,69 4361,5
jrc22006A1019_01-en,1.0,1,69 4361,1
jrc22006A1019_01-en,1.0,1 1 1,69 4361,3
jrc22006A1019_01-en,0.6,1 1 1 0 0,69 4361,5
jrc31995R2479-en,0.0,0,69 4361,1
jrc31995R2479-en,0.0,0 0 0,69 4361,3
jrc31995R2479-en,0.0,0 0 0 0 0,69 4361,5
jrc32003D0632-en,1.0,5,69 4361,1
