
jrc31997D0751-en,1.0,3 3 3,69 4361,3
jrc31997D0751-en,1.0,3 3 3 3 2,69 4361,5
jrc31999D0498-en,1.0,2,69 4361,1
jrc31999D0498-en,1.0,2 2 2,69 4361,3
jrc31999D0498-en,1.0,2 2 2 2 6,69 4361,5
jrcC2006#121#03-en,0.0,0,69 4361,1
jrcC2006#121#03-en,0.0,0 0 0,69 4361,3
jrcC2006#121#03-en,0.0,0 0 0 0 0,69 4361,5
jrc32005D0225-en,1.0,2,913 4361,1
jrc32005D0225-en,1.0,2 1 1,913 4361,3
jrc32005D0225-en,1.0,2 1 1 1 2,913 4361,5
jrc31995R2479-en,0.0,0,913 4361,1
jrc31995R2479-en,0.0,0 0 0,913 4361,3
jrc31995R2479-en,0.0,0 0 0 0 0,913 4361,5
jrc22006A1019_01-en,1.0,1,913 4361,1
jrc22006A1019_01-en,1.0,1 1 1,913 4361,3
jrc22006A1019_01-en,0.6,1 1 1 0 0,913 4361,5
jrc31997D0522-en,1.0,4,913 4361,1
jrc31997D0522-en,1.0,4 3 3,913 4361,3
jrc31997D0522-en,1.0,4 3 3 3 2,913 4361,5
jrc31997D0486-en,1.0,6,913 4361,1
jrc31997D0486-en,1.0,6 3 3,913 4361,3
jrc31997D0486-en,1.0,6 3 3 4 4,913 4361,5
jrc31997D0487-en,1.0,6,913 4361,1
jrc31997D0487-en,1.0,6 3 3,913 4361,3
jrc31997D0487-en,1.0,6 3 3 4 4,913 4361,5
jrc31997D0520-en,1.0,3,913 4361,1
jrc31997D0520-en,1.0,3 5 4,913 4361,3
jrc31997D0520-en,1.0,3 5 4 2 3,913 4361,5
jrc31998D0516-en,1.0,3,913 4361,1
jrc31998D0516-en,1.0,3 6 6,913 4361,3
jrc31998D0516-en,1.0,3 6 6 3 2,913 4361,5
jrc31998D0515-en,1.0,5,913 4361,1
jrc31998D0515-en,1.0,5 5 5,913 4361,3
jrc31998D0515-en,1.0,5 5 5 3 2,913 4361,5
jrc31998D0519-en,1.0,3,913 4361,1
jrc31998D0519-en,1.0,3 6 6,913 4361,3
jrc31998D0519-en,1.0,3 6 6 3 2,913 4361,5
jrc31998D0521-en,1.0,5,913 4361,1
jrc31998D0521-en,1.0,5 5 5,913 4361,3
jrc31998D0521-en,1.0,5 5 5 3 2,913 4361,5
jrc31998D0533-en,1.0,3,913 4361,1
jrc31998D0533-en,1.0,3 4 4,913 4361,3
jrc31998D0533-en,1.0,3 4 4 6 2,913 4361,5
jrc31998D0522-en,1.0,5,913 4361,1
jrc31998D0522-en,1.0,5 5 6,913 4361,3
jrc31998D0522-en,1.0,5 5 6 4 2,913 4361,5
jrc31998D0535-en,1.0,3,913 4361,1
jrc31998D0535-en,1.0,3 3 2,913 4361,3
jrc31998D0535-en,1.0,3 3 2 2 2,913 4361,5
jrc31998D0575-en,1.0,4,913 4361,1
jrc31998D0575-en,1.0,4 4 2,913 4361,3
jrc31998D0575-en,1.0,4 4 2 3 3,913 4361,5
jrc31999D0310-en,1.0,2,913 4361,1
jrc31999D0310-en,1.0,2 2 2,913 4361,3
jrc31999D0310-en,1.0,2 2 2 2 3,913 4361,5
jrc31999D0304-en,1.0,6,913 4361,1
jrc31999D0304-en,1.0,6 3 2,913 4361,3
jrc31999D0304-en,1.0,6 3 2 2 2,913 4361,5
jrc31999D0511-en,1.0,2,913 4361,1
jrc31999D0511-en,1.0,2 2 2,913 4361,3
jrc31999D0511-en,1.0,2 2 2 2 2,913 4361,5
jrc31999D0497-en,1.0,2,913 4361,1
jrc31999D0497-en,1.0,2 2 2,913 4361,3
jrc31999D0497-en,1.0,2 2 2 2 2,913 4361,5
jrc31997D0523-en,1.0,4,913 4361,1
jrc31997D0523-en,1.0,4 3 3,913 4361,3
jrc31997D0523-en,1.0,4 3 3 6 4,913 4361,5
jrc31997D0524-en,1.0,4,913 4361,1
jrc31997D0524-en,1.0,4 2 2,913 4361,3
jrc31997D0524-en,1.0,4 2 2 4 6,913 4361,5
jrc31997D0525-en,1.0,3,913 4361,1
jrc31997D0525-en,1.0,3 2 2,913 4361,3
jrc31997D0525-en,1.0,3 2 2 5 4,913 4361,5
jrc31997D0545-en,1.0,4,913 4361,1
jrc31997D0545-en,1.0,4 2 3,913 4361,3
jrc31997D0545-en,1.0,4 2 3 3 3,913 4361,5
jrc31997D0639-en,1.0,3,913 4361,1
jrc31997D0639-en,1.0,3 3 3,913 4361,3
jrc31997D0639-en,1.0,3 3 3 3 2,913 4361,5
jrc31997D0751-en,1.0,3,913 4361,1
jrc31997D0751-en,1.0,3 3 3,913 4361,3
jrc31997D0751-en,1.0,3 3 3 3 2,913 4361,5
jrc31999D0498-en,1.0,2,913 4361,1
jrc31999D0498-en,1.0,2 2 2,913 4361,3
jrc31999D0498-en,1.0,2 2 2 2 6,913 4361,5
jrcC2006#121#03-en,0.0,0,913 4361,1
jrcC2006#121#03-en,0.0,0 0 0,913 4361,3
jrcC2006#121#03-en,0.0,0 0 0 0 0,913 4361,5
jrc32000D0025-en,1.0,2,2476 4361,1
jrc32000D0025-en,0.6666666666666666,2 3 0,2476 4361,3
jrc32000D0025-en,0.6,2 3 0 1 0,2476 4361,5
jrc31995R2479-en,0.0,0,2476 4361,1
jrc31995R2479-en,0.0,0 0 0,2476 4361,3
jrc31995R2479-en,0.0,0 0 0 0 0,2476 4361,5
jrc22006A1019_01-en,1.0,1,2476 4361,1
jrc22006A1019_01-en,1.0,1 1 1,2476 4361,3
jrc22006A1019_01-en,0.6,1 1 1 0 0,2476 4361,5
jrc31995R2027-en,1.0,3,2476 4361,1
jrc31995R2027-en,1.0,3 3 1,2476 4361,3
jrc31995R2027-en,1.0,3 3 1 1 1,2476 4361,5
jrc31997R1049-en,1.0,1,2476 4361,1
jrc31997R1049-en,1.0,1 1 1,2476 4361,3
jrc31997R1049-en,0.8,1 1 1 0 1,2476 4361,5
jrc31997R1059-en,1.0,3,2476 4361,1
jrc31997R1059-en,1.0,3 6 1,2476 4361,3
jrc31997R1059-en,1.0,3 6 1 2 1,2476 4361,5
jrc31997R2268-en,1.0,6,2476 4361,1
jrc31997R2268-en,1.0,6 3 1,2476 4361,3
jrc31997R2268-en,1.0,6 3 1 2 1,2476 4361,5
jrc31998D0021-en,0.0,0,2476 4361,1
jrc31998D0021-en,0.3333333333333333,0 0 1,2476 4361,3
jrc31998D0021-en,0.4,0 0 1 1 0,2476 4361,5
jrc32006R0549-en,1.0,1,2476 4361,1
jrc32006R0549-en,1.0,1 1 1,2476 4361,3
jrc32006R0549-en,0.8,1 1 1 1 0,2476 4361,5
jrc32006D0191-en,1.0,3,2476 4361,1
jrc32006D0191-en,0.6666666666666666,3 1 0,2476 4361,3
jrc32006D0191-en,0.4,3 1 0 0 0,2476 4361,5
jrc32005R1804-en,1.0,2,2476 4361,1
jrc32005R1804-en,1.0,2 1 3,2476 4361,3
jrc32005R1804-en,1.0,2 1 3 3 1,2476 4361,5
jrc52005PC0086-en,0.0,0,2476 4361,1
jrc52005PC0086-en,0.6666666666666666,0 1 2,2476 4361,3
jrc52005PC0086-en,0.8,0 1 2 2 2,2476 4361,5
jrcC2006#154#19-en,1.0,1,2476 4361,1
jrcC2006#154#19-en,0.6666666666666666,1 0 2,2476 4361,3
jrcC2006#154#19-en,0.8,1 0 2 2 1,2476 4361,5
jrc31997D0522-en,1.0,4,2476 4361,1
jrc31997D0522-en,1.0,4 3 3,2476 4361,3
jrc31997D0522-en,1.0,4 3 3 3 2,2476 4361,5
jrc31997D0486-en,1.0,6,2476 4361,1
jrc31997D0486-en,1.0,6 3 3,2476 4361,3
jrc31997D0486-en,1.0,6 3 3 4 4,2476 4361,5
jrc31997D0487-en,1.0,6,2476 4361,1
jrc31997D0487-en,1.0,6 3 3,2476 4361,3
jrc31997D0487-en,1.0,6 3 3 4 4,2476 4361,5
jrc31997D0520-en,1.0,3,2476 4361,1
jrc31997D0520-en,1.0,3 5 4,2476 4361,3
jrc31997D0520-en,1.0,3 5 4 2 3,2476 4361,5
jrc31998D0516-en,1.0,3,2476 4361,1
jrc31998D0516-en,1.0,3 6 6,2476 4361,3
jrc31998D0516-en,1.0,3 6 6 3 2,2476 4361,5
jrc31998D0515-en,1.0,5,2476 4361,1
jrc31998D0515-en,1.0,5 5 5,2476 4361,3
jrc31998D0515-en,1.0,5 5 5 3 2,2476 4361,5
jrc31998D0519-en,1.0,3,2476 4361,1
jrc31998D0519-en,1.0,3 6 6,2476 4361,3
jrc31998D0519-en,1.0,3 6 6 3 2,2476 4361,5
jrc31998D0521-en,1.0,5,2476 4361,1
jrc31998D0521-en,1.0,5 5 5,2476 4361,3
jrc31998D0521-en,1.0,5 5 5 3 2,2476 4361,5
jrc31998D0533-en,1.0,3,2476 4361,1
jrc31998D0533-en,1.0,3 4 4,2476 4361,3
jrc31998D0533-en,1.0,3 4 4 6 2,2476 4361,5
jrc31998D0522-en,1.0,5,2476 4361,1
jrc31998D0522-en,1.0,5 5 6,2476 4361,3
jrc31998D0522-en,1.0,5 5 6 4 2,2476 4361,5
jrc31998D0535-en,1.0,3,2476 4361,1
jrc31998D0535-en,1.0,3 3 2,2476 4361,3
jrc31998D0535-en,1.0,3 3 2 2 2,2476 4361,5
jrc31998D0575-en,1.0,4,2476 4361,1
jrc31998D0575-en,1.0,4 4 2,2476 4361,3
jrc31998D0575-en,1.0,4 4 2 3 3,2476 4361,5
jrc31999D0310-en,1.0,2,2476 4361,1
jrc31999D0310-en,1.0,2 2 2,2476 4361,3
jrc31999D0310-en,1.0,2 2 2 2 3,2476 4361,5
jrc31999D0304-en,1.0,6,2476 4361,1
jrc31999D0304-en,1.0,6 3 2,2476 4361,3
jrc31999D0304-en,1.0,6 3 2 2 2,2476 4361,5
jrc31999D0511-en,1.0,2,2476 4361,1
jrc31999D0511-en,1.0,2 2 2,2476 4361,3
jrc31999D0511-en,1.0,2 2 2 2 2,2476 4361,5
jrc31999D0497-en,1.0,2,2476 4361,1
jrc31999D0497-en,1.0,2 2 2,2476 4361,3
jrc31999D0497-en,1.0,2 2 2 2 2,2476 4361,5
jrc31997D0523-en,1.0,4,2476 4361,1
jrc31997D0523-en,1.0,4 3 3,2476 4361,3
jrc31997D0523-en,1.0,4 3 3 6 4,2476 4361,5
jrc31997D0524-en,1.0,4,2476 4361,1
jrc31997D0524-en,1.0,4 2 2,2476 4361,3
jrc31997D0524-en,1.0,4 2 2 4 6,2476 4361,5
jrc31997D0525-en,1.0,3,2476 4361,1
jrc31997D0525-en,1.0,3 2 2,2476 4361,3
jrc31997D0525-en,1.0,3 2 2 5 4,2476 4361,5
jrc31997D0545-en,1.0,4,2476 4361,1
jrc31997D0545-en,1.0,4 2 3,2476 4361,3
jrc31997D0545-en,1.0,4 2 3 3 3,2476 4361,5
jrc31997D0639-en,1.0,3,2476 4361,1
jrc31997D0639-en,1.0,3 3 3,2476 4361,3
jrc31997D0639-en,1.0,3 3 3 3 2,2476 4361,5
jrc31997D0751-en,1.0,3,2476 4361,1
jrc31997D0751-en,1.0,3 3 3,2476 4361,3
jrc31997D0751-en,1.0,3 3 3 3 2,2476 4361,5
jrc31999D0498-en,1.0,2,2476 4361,1
jrc31999D0498-en,1.0,2 2 2,2476 4361,3
jrc31999D0498-en,1.0,2 2 2 2 6,2476 4361,5
jrcC2006#121#03-en,0.0,0,2476 4361,1
jrcC2006#121#03-en,0.0,0 0 0,2476 4361,3
jrcC2006#121#03-en,0.0,0 0 0 0 0,2476 4361,5
jrc52006DC0474-en,0.0,0,4361 1718,1
jrc52006DC0474-en,0.3333333333333333,0 1 0,4361 1718,3
jrc52006DC0474-en,0.2,0 1 0 0 0,4361 1718,5
jrc52005XC0806_03-en,1.0,1,4361 1718,1
jrc52005XC0806_03-en,0.6666666666666666,1 3 0,4361 1718,3
jrc52005XC0806_03-en,0.4,1 3 0 0 0,4361 1718,5
jrc52006XC0113_01-en,1.0,1,4361 1718,1
jrc52006XC0113_01-en,1.0,1 1 1,4361 1718,3
jrc52006XC0113_01-en,0.6,1 1 1 0 0,4361 1718,5
jrc31999D0819-en,1.0,1,4361 1718,1
jrc31999D0819-en,1.0,1 1 2,4361 1718,3
jrc31999D0819-en,0.8,1 1 2 0 1,4361 1718,5
jrc31997D0522-en,1.0,4,4361 1718,1
jrc31997D0522-en,1.0,4 3 3,4361 1718,3
jrc31997D0522-en,1.0,4 3 3 3 2,4361 1718,5
jrc31997D0486-en,1.0,6,4361 1718,1
jrc31997D0486-en,1.0,6 3 3,4361 1718,3
jrc31997D0486-en,1.0,6 3 3 4 4,4361 1718,5
jrc31997D0487-en,1.0,6,4361 1718,1
jrc31997D0487-en,1.0,6 3 3,4361 1718,3
jrc31997D0487-en,1.0,6 3 3 4 4,4361 1718,5
jrc31997D0520-en,1.0,3,4361 1718,1
jrc31997D0520-en,1.0,3 5 4,4361 1718,3
jrc31997D0520-en,1.0,3 5 4 2 3,4361 1718,5
jrc31998D0516-en,1.0,3,4361 1718,1
jrc31998D0516-en,1.0,3 6 6,4361 1718,3
jrc31998D0516-en,1.0,3 6 6 3 2,4361 1718,5
jrc31998D0515-en,1.0,5,4361 1718,1
jrc31998D0515-en,1.0,5 5 5,4361 1718,3
jrc31998D0515-en,1.0,5 5 5 3 2,4361 1718,5
jrc31998D0519-en,1.0,3,4361 1718,1
jrc31998D0519-en,1.0,3 6 6,4361 1718,3
jrc31998D0519-en,1.0,3 6 6 3 2,4361 1718,5
jrc31998D0521-en,1.0,5,4361 1718,1
jrc31998D0521-en,1.0,5 5 5,4361 1718,3
jrc31998D0521-en,1.0,5 5 5 3 2,4361 1718,5
jrc31998D0533-en,1.0,3,4361 1718,1
jrc31998D0533-en,1.0,3 4 4,4361 1718,3
jrc31998D0533-en,1.0,3 4 4 6 2,4361 1718,5
jrc31998D0522-en,1.0,5,4361 1718,1
jrc31998D0522-en,1.0,5 5 6,4361 1718,3
jrc31998D0522-en,1.0,5 5 6 4 2,4361 1718,5
jrc31998D0535-en,1.0,3,4361 1718,1
jrc31998D0535-en,1.0,3 3 2,4361 1718,3
jrc31998D0535-en,1.0,3 3 2 2 2,4361 1718,5
jrc31998D0575-en,1.0,4,4361 1718,1
jrc31998D0575-en,1.0,4 4 2,4361 1718,3
jrc31998D0575-en,1.0,4 4 2 3 3,4361 1718,5
jrc31999D0310-en,1.0,2,4361 1718,1
jrc31999D0310-en,1.0,2 2 2,4361 1718,3
jrc31999D0310-en,1.0,2 2 2 2 3,4361 1718,5
jrc31999D0304-en,1.0,6,4361 1718,1
jrc31999D0304-en,1.0,6 3 2,4361 1718,3
jrc31999D0304-en,1.0,6 3 2 2 2,4361 1718,5
jrc31999D0511-en,1.0,2,4361 1718,1
jrc31999D0511-en,1.0,2 2 2,4361 1718,3
jrc31999D0511-en,1.0,2 2 2 2 2,4361 1718,5
jrc31999D0497-en,1.0,2,4361 1718,1
jrc31999D0497-en,1.0,2 2 2,4361 1718,3
jrc31999D0497-en,1.0,2 2 2 2 2,4361 1718,5
jrc31997D0523-en,1.0,4,4361 1718,1
jrc31997D0523-en,1.0,4 3 3,4361 1718,3
jrc31997D0523-en,1.0,4 3 3 6 4,4361 1718,5
jrc31997D0524-en,1.0,4,4361 1718,1
jrc31997D0524-en,1.0,4 2 2,4361 1718,3
jrc31997D0524-en,1.0,4 2 2 4 6,4361 1718,5
jrc31997D0525-en,1.0,3,4361 1718,1
jrc31997D0525-en,1.0,3 2 2,4361 1718,3
jrc31997D0525-en,1.0,3 2 2 5 4,4361 1718,5
jrc31997D0545-en,1.0,4,4361 1718,1
jrc31997D0545-en,1.0,4 2 3,4361 1718,3
jrc31997D0545-en,1.0,4 2 3 3 3,4361 1718,5
jrc31997D0639-en,1.0,3,4361 1718,1
jrc31997D0639-en,1.0,3 3 3,4361 1718,3
jrc31997D0639-en,1.0,3 3 3 3 2,4361 1718,5
jrc31997D0751-en,1.0,3,4361 1718,1
jrc31997D0751-en,1.0,3 3 3,4361 1718,3
jrc31997D0751-en,1.0,3 3 3 3 2,4361 1718,5
jrc31999D0498-en,1.0,2,4361 1718,1
jrc31999D0498-en,1.0,2 2 2,4361 1718,3
jrc31999D0498-en,1.0,2 2 2 2 6,4361 1718,5
jrcC2006#121#03-en,0.0,0,4361 1718,1
jrcC2006#121#03-en,0.0,0 0 0,4361 1718,3
jrcC2006#121#03-en,0.0,0 0 0 0 0,4361 1718,5
jrc32006D0260-en,0.0,0,4361 1718,1
jrc32006D0260-en,0.3333333333333333,0 2 0,4361 1718,3
jrc32006D0260-en,0.2,0 2 0 0 0,4361 1718,5
jrc52006DC0474-en,0.0,0,3632 1718,1
jrc52006DC0474-en,0.3333333333333333,0 1 0,3632 1718,3
jrc52006DC0474-en,0.2,0 1 0 0 0,3632 1718,5
jrc52005XC0806_03-en,1.0,1,3632 1718,1
jrc52005XC0806_03-en,0.6666666666666666,1 3 0,3632 1718,3
jrc52005XC0806_03-en,0.4,1 3 0 0 0,3632 1718,5
jrc52006XC0113_01-en,1.0,1,3632 1718,1
jrc52006XC0113_01-en,1.0,1 1 1,3632 1718,3
jrc52006XC0113_01-en,0.6,1 1 1 0 0,3632 1718,5
jrc31999D0819-en,1.0,1,3632 1718,1
jrc31999D0819-en,1.0,1 1 2,3632 1718,3
jrc31999D0819-en,0.8,1 1 2 0 1,3632 1718,5
jrc31995R1993-en,1.0,4,3632 1718,1
jrc31995R1993-en,0.3333333333333333,4 0 0,3632 1718,3
jrc31995R1993-en,0.6,4 0 0 1 1,3632 1718,5
jrc31996D0078-en,0.0,0,3632 1718,1
jrc31996D0078-en,0.3333333333333333,0 0 2,3632 1718,3
jrc31996D0078-en,0.2,0 0 2 0 0,3632 1718,5
jrc31997D0264-en,0.0,0,3632 1718,1
jrc31997D0264-en,0.0,0 0 0,3632 1718,3
jrc31997D0264-en,0.2,0 0 0 1 0,3632 1718,5
jrc31997D0522-en,1.0,4,3632 1718,1
jrc31997D0522-en,1.0,4 3 3,3632 1718,3
jrc31997D0522-en,1.0,4 3 3 3 2,3632 1718,5
jrc22005D0016-en,1.0,5,3632 1718,1
jrc22005D0016-en,0.6666666666666666,5 0 2,3632 1718,3
jrc22005D0016-en,0.4,5 0 2 0 0,3632 1718,5
jrc22005D0080-en,0.0,0,3632 1718,1
jrc22005D0080-en,0.3333333333333333,0 0 2,3632 1718,3
jrc22005D0080-en,0.4,0 0 2 1 0,3632 1718,5
jrc22005D0122-en,1.0,5,3632 1718,1
jrc22005D0122-en,0.6666666666666666,5 0 2,3632 1718,3
jrc22005D0122-en,0.4,5 0 2 0 0,3632 1718,5
jrc22006X0929_01-en,1.0,1,3632 1718,1
jrc22006X0929_01-en,1.0,1 1 2,3632 1718,3
jrc22006X0929_01-en,1.0,1 1 2 1 4,3632 1718,5
jrc31998D0515-en,1.0,5,3632 1718,1
jrc31998D0515-en,1.0,5 5 5,3632 1718,3
jrc31998D0515-en,1.0,5 5 5 3 2,3632 1718,5
jrc31998D0521-en,1.0,5,3632 1718,1
jrc31998D0521-en,1.0,5 5 5,3632 1718,3
jrc31998D0521-en,1.0,5 5 5 3 2,3632 1718,5
jrc31998D0522-en,1.0,5,3632 1718,1
jrc31998D0522-en,1.0,5 5 6,3632 1718,3
jrc31998D0522-en,1.0,5 5 6 4 2,3632 1718,5
jrc31999D0310-en,1.0,2,3632 1718,1
jrc31999D0310-en,1.0,2 2 2,3632 1718,3
jrc31999D0310-en,1.0,2 2 2 2 3,3632 1718,5
jrc31999D0511-en,1.0,2,3632 1718,1
jrc31999D0511-en,1.0,2 2 2,3632 1718,3
jrc31999D0511-en,1.0,2 2 2 2 2,3632 1718,5
jrc31999D0497-en,1.0,2,3632 1718,1
jrc31999D0497-en,1.0,2 2 2,3632 1718,3
jrc31999D0497-en,1.0,2 2 2 2 2,3632 1718,5
jrc31997D0545-en,1.0,4,3632 1718,1
jrc31997D0545-en,1.0,4 2 3,3632 1718,3
jrc31997D0545-en,1.0,4 2 3 3 3,3632 1718,5
jrc31997F0011-en,0.0,0,3632 1718,1
jrc31997F0011-en,0.0,0 0 0,3632 1718,3
jrc31997F0011-en,0.0,0 0 0 0 0,3632 1718,5
jrc31997L0058-en,0.0,0,3632 1718,1
jrc31997L0058-en,0.0,0 0 0,3632 1718,3
jrc31997L0058-en,0.2,0 0 0 5 0,3632 1718,5
jrc31997R1390-en,1.0,3,3632 1718,1
jrc31997R1390-en,0.6666666666666666,3 6 0,3632 1718,3
jrc31997R1390-en,0.6,3 6 0 0 1,3632 1718,5
jrc32003D0593-en,1.0,5,3632 1718,1
jrc32003D0593-en,1.0,5 5 3,3632 1718,3
jrc32003D0593-en,1.0,5 5 3 2 5,3632 1718,5
jrc32003D0629-en,1.0,3,3632 1718,1
jrc32003D0629-en,1.0,3 3 4,3632 1718,3
jrc32003D0629-en,1.0,3 3 4 3 3,3632 1718,5
jrc32003D0632-en,1.0,6,3632 1718,1
jrc32003D0632-en,1.0,6 5 3,3632 1718,3
jrc32003D0632-en,1.0,6 5 3 2 6,3632 1718,5
jrc32004D0156-en,0.0,0,3632 1718,1
jrc32004D0156-en,0.0,0 0 0,3632 1718,3
jrc32004D0156-en,0.0,0 0 0 0 0,3632 1718,5
jrc32001D0744-en,1.0,5,3632 1718,1
jrc32001D0744-en,1.0,5 1 1,3632 1718,3
jrc32001D0744-en,0.6,5 1 1 0 0,3632 1718,5
jrc32002D0364-en,0.0,0,3632 1718,1
jrc32002D0364-en,0.0,0 0 0,3632 1718,3
jrc32002D0364-en,0.2,0 0 0 1 0,3632 1718,5
jrc31999R1545-en,1.0,3,3632 1718,1
jrc31999R1545-en,0.6666666666666666,3 3 0,3632 1718,3
jrc31999R1545-en,0.4,3 3 0 0 0,3632 1718,5
